,Nu,P,um,Fluid,SAT,Q,Re,dd,H,dn,Pr,At,mio,k,rho
399,2.049640269,686465.5,22.23185013,Water,Pressure,0.00405283,0.397582623,9.81E-05,0.015,0.00043,7,0.000314,0.001,0.6,1000
400,2.2485,200000,17.2,Water,Pressure,0.00044,0.396,0.0009,0.3,0.008,7,0.000625,0.001,0.6,1000
401,1.672933333,293000,15.00861086,Water,Gas,0.00774885,0.3874425,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
402,2.068916667,2000000,49.6,Water,Pressure,0.00103,0.3811,0.00037,0.3,0.008,7,0.000625,0.001,0.6,1000
403,7.050184615,908772.6417,18.80650121,FC-40,Pressure,0.00425938,0.139056229,6.00E-05,0.005,0.00015,57,0.000625,0.0034,0.065,1850
404,1.036308333,258000,14.0836927,Water,Gas,0.00665891,0.3329455,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
405,6.844846154,856775.7764,18.26055502,FC-40,Pressure,0.00399964,0.130576482,6.00E-05,0.005,0.00015,57,0.000625,0.0034,0.065,1850
406,1.7458722,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0235238,0.0004,7,0.0009,0.001,0.6,1000
407,1.7291826,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0209524,0.0004,7,0.0009,0.001,0.6,1000
408,1.7068914,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0177143,0.0004,7,0.0009,0.001,0.6,1000
409,1.6709634,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0259048,0.0004,7,0.0009,0.001,0.6,1000
410,1.6157088,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0153333,0.0004,7,0.0009,0.001,0.6,1000
411,1.5672186,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0293333,0.0004,7,0.0009,0.001,0.6,1000
412,1.520946,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0317143,0.0004,7,0.0009,0.001,0.6,1000
413,1.5130548,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0130476,0.0004,7,0.0009,0.001,0.6,1000
414,1.4457816,400000,16.97056275,Water,Pressure,0.002955,0.31914,0.000108,0.0354286,0.0004,7,0.0009,0.001,0.6,1000
415,1.578272306,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0171698,0.0004,7,0.0009,0.001,0.6,1000
416,1.537639854,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0190566,0.0004,7,0.0009,0.001,0.6,1000
417,1.522094722,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0216038,0.0004,7,0.0009,0.001,0.6,1000
418,1.501492603,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0242453,0.0004,7,0.0009,0.001,0.6,1000
419,1.483095019,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0137736,0.0004,7,0.0009,0.001,0.6,1000
420,1.470940109,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0261321,0.0004,7,0.0009,0.001,0.6,1000
421,1.435332248,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0281132,0.0004,7,0.0009,0.001,0.6,1000
422,1.407964263,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0110377,0.0004,7,0.0009,0.001,0.6,1000
423,1.379566091,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0300943,0.0004,7,0.0009,0.001,0.6,1000
424,1.298492323,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0327358,0.0004,7,0.0009,0.001,0.6,1000
425,1.222585687,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0346226,0.0004,7,0.0009,0.001,0.6,1000
426,1.136584515,600000,22.5166605,Water,Pressure,0.00324963,0.315864036,9.72E-05,0.0366038,0.0004,7,0.0009,0.001,0.6,1000
427,6.434169231,782063.6951,17.4462241,FC-40,Pressure,0.00367892,0.120105918,6.00E-05,0.005,0.00015,57,0.000625,0.0034,0.065,1850
428,2.64054,1470997.5,32.54409624,Water,Pressure,0.00369057,0.297090885,8.05E-05,0.015,0.00043,7,0.000314,0.001,0.6,1000
429,1.5675,200000,17.2,Water,Pressure,0.00033,0.297,0.0009,0.4,0.008,7,0.000625,0.001,0.6,1000
430,1.65670873,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.020414,0.0004,7,0.0009,0.001,0.6,1000
431,1.621260133,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0185032,0.0004,7,0.0009,0.001,0.6,1000
432,1.58580988,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0171656,0.0004,7,0.0009,0.001,0.6,1000
433,1.555425842,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0157643,0.0004,7,0.0009,0.001,0.6,1000
434,1.555425842,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0225159,0.0004,7,0.0009,0.001,0.6,1000
435,1.48959155,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0240446,0.0004,7,0.0009,0.001,0.6,1000
436,1.413628141,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0257006,0.0004,7,0.0009,0.001,0.6,1000
437,1.373114986,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0263376,0.0004,7,0.0009,0.001,0.6,1000
438,1.332601831,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0275478,0.0004,7,0.0009,0.001,0.6,1000
439,1.281959558,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.028758,0.0004,7,0.0009,0.001,0.6,1000
440,1.18067667,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0296497,0.0004,7,0.0009,0.001,0.6,1000
441,1.85412563,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0319427,0.0004,7,0.0009,0.001,0.6,1000
442,1.094585801,550000,20.5630737,Water,Pressure,0.002907407,0.288996256,9.94E-05,0.0337261,0.0004,7,0.0009,0.001,0.6,1000
443,2.9214563,500000,26.2,Water,Pressure,0.00045,0.28755,0.000639,0.3,0.008,7,0.000625,0.001,0.6,1000
444,6.023469231,717040.4574,16.70522057,FC-40,Pressure,0.0033735,0.110134853,6.00E-05,0.005,0.00015,57,0.000625,0.0034,0.065,1850
445,1.521936201,1470997.5,32.54409624,Water,Pressure,0.00341887,0.275219035,8.05E-05,0.015,0.00043,7,0.000314,0.001,0.6,1000
446,2.070651667,1000000,36.1,Water,Pressure,0.00062,0.27094,0.000437,0.3,0.008,7,0.000625,0.001,0.6,1000
447,0.931341667,244000,13.69624766,Water,Gas,0.00535062,0.267531,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
448,1.356666667,2000000,49.6,Water,Pressure,0.00072,0.2664,0.00037,0.4,0.008,7,0.000625,0.001,0.6,1000
449,5.202092308,632628.883,15.69115426,FC-40,Pressure,0.00297673,0.097181479,6.00E-05,0.005,0.00015,57,0.000625,0.0034,0.065,1850
450,5.370232,400000,14,Water,Pressure,0.001184,0.241536,0.000204,0.00511968,0.00046,7,0.0019635,0.001,0.6,1000
451,5.335224,400000,14,Water,Pressure,0.001184,0.239168,0.000202,0.0076104,0.00046,7,0.0019635,0.001,0.6,1000
452,1.363938861,1470997.5,32.54409624,Water,Pressure,0.0030566,0.2353582,7.70E-05,0.015,0.0004,7,0.000314,0.001,0.6,1000
453,1.387012878,980665,26.57214331,Water,Pressure,0.00273962,0.234511472,8.56E-05,0.015,0.0004,7,0.000314,0.001,0.6,1000
454,5.216607,400000,14,Water,Pressure,0.001184,0.234432,0.000198,0.00986066,0.00046,7,0.0019635,0.001,0.6,1000
455,5.008224,400000,14,Water,Pressure,0.001184,0.227328,0.000192,0.0129956,0.00046,7,0.0019635,0.001,0.6,1000
456,0.751156667,224000,13.1229265,Water,Gas,0.00453922,0.226961,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
457,4.762065,300000,12.5,Water,Pressure,0.001057,0.22197,0.00021,0.00503923,0.00046,7,0.0019635,0.001,0.6,1000
458,4.716544167,400000,14,Water,Pressure,0.001184,0.21904,0.000185,0.0150873,0.00046,7,0.0019635,0.001,0.6,1000
459,4.668806667,300000,12.5,Water,Pressure,0.001057,0.216685,0.000205,0.00700746,0.00046,7,0.0019635,0.001,0.6,1000
460,4.859838462,547968.1121,14.60353605,FC-40,Pressure,0.00259479,0.084712262,6.00E-05,0.005,0.00015,57,0.000625,0.0034,0.065,1850
461,1.31024059,980665,26.57214331,Water,Pressure,0.00246792,0.211253952,8.56E-05,0.015,0.0004,7,0.000314,0.001,0.6,1000
462,1.102275,500000,26.2,Water,Pressure,0.00033,0.21087,0.000639,0.4,0.008,7,0.000625,0.001,0.6,1000
463,4.044516,400000,14,Water,Pressure,0.001184,0.210752,0.000178,0.0230136,0.00046,7,0.0019635,0.001,0.6,1000
464,4.532158667,300000,12.5,Water,Pressure,0.001057,0.210343,0.000199,0.00994049,0.00046,7,0.0019635,0.001,0.6,1000
465,4.1956965,400000,14,Water,Pressure,0.001184,0.209568,0.000177,0.0198757,0.00046,7,0.0019635,0.001,0.6,1000
466,3.8633495,400000,14,Water,Pressure,0.001184,0.209568,0.000177,0.0249056,0.00046,7,0.0019635,0.001,0.6,1000
467,4.304941667,400000,14,Water,Pressure,0.001184,0.2072,0.000175,0.0178632,0.00046,7,0.0019635,0.001,0.6,1000
468,4.254894,300000,12.5,Water,Pressure,0.001057,0.199773,0.000189,0.0130356,0.00046,7,0.0019635,0.001,0.6,1000
469,1.352833333,293000,15.00861086,Water,Gas,0.00396689,0.1983445,5.00E-05,0.023,0.0001,7,0.00113411,0.001,0.6,1000
470,0.377624247,274800,14.76943601,Water,Pressure,0.0045,0.198,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
471,3.554558333,300000,12.5,Water,Pressure,0.001057,0.197659,0.000187,0.0248669,0.00046,7,0.0019635,0.001,0.6,1000
472,0.37173032,274800,14.76943601,Water,Pressure,0.0044,0.1936,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
473,3.5534635,300000,12.5,Water,Pressure,0.001057,0.193431,0.000183,0.022896,0.00046,7,0.0019635,0.001,0.6,1000
474,4.034727667,300000,12.5,Water,Pressure,0.001057,0.192374,0.000182,0.0150464,0.00046,7,0.0019635,0.001,0.6,1000
475,1.456666667,1000000,36.1,Water,Pressure,0.00044,0.19228,0.000437,0.4,0.008,7,0.000625,0.001,0.6,1000
476,3.72807,300000,12.5,Water,Pressure,0.001057,0.19026,0.00018,0.0190721,0.00046,7,0.0019635,0.001,0.6,1000
477,3.818726333,300000,12.5,Water,Pressure,0.001057,0.189203,0.000179,0.0180643,0.00046,7,0.0019635,0.001,0.6,1000
478,0.699987542,274800,14.76943601,Water,Pressure,0.0043,0.1892,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
479,0.359820262,274800,14.76943601,Water,Pressure,0.0042,0.1848,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
480,0.675071667,258000,14.0836927,Water,Gas,0.00364739,0.1823695,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
481,0.353801616,274800,14.76943601,Water,Pressure,0.0041,0.1804,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
482,4.770253333,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0331788,0.0002,7,0.000452389,0.001,0.6,1000
483,4.723773333,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0362162,0.0002,7,0.000452389,0.001,0.6,1000
484,4.686586667,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.039051,0.0002,7,0.000452389,0.001,0.6,1000
485,4.584333333,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0420897,0.0002,7,0.000452389,0.001,0.6,1000
486,4.454186667,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0458375,0.0002,7,0.000452389,0.001,0.6,1000
487,4.361226667,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0497868,0.0002,7,0.000452389,0.001,0.6,1000
488,4.193893333,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.05475,0.0002,7,0.000452389,0.001,0.6,1000
489,4.11952,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0580917,0.0002,7,0.000452389,0.001,0.6,1000
490,3.98008,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0624469,0.0002,7,0.000452389,0.001,0.6,1000
491,3.766266667,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0658929,0.0002,7,0.000452389,0.001,0.6,1000
492,3.571053333,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0702493,0.0002,7,0.000452389,0.001,0.6,1000
493,3.375826667,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0726827,0.0002,7,0.000452389,0.001,0.6,1000
494,3.180613333,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0744076,0.0002,7,0.000452389,0.001,0.6,1000
495,2.9668,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.076639,0.0002,7,0.000452389,0.001,0.6,1000
496,2.87384,162000,10.8,Water,Pressure,0.002210487,0.17683896,8.00E-05,0.0779568,0.0002,7,0.000452389,0.001,0.6,1000
497,0.347738764,274800,14.76943601,Water,Pressure,0.004,0.176,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
498,0.341630265,274800,14.76943601,Water,Pressure,0.0039,0.1716,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
499,1.104191667,293000,15.00861086,Water,Gas,0.0034117,0.170585,5.00E-05,0.023,0.0001,7,0.00113411,0.001,0.6,1000
500,0.68254136,274800,14.76943601,Water,Pressure,0.0038,0.1672,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
501,0.686125463,274800,14.76943601,Water,Pressure,0.0037,0.1628,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
502,0.323015129,274800,14.76943601,Water,Pressure,0.0036,0.1584,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
503,0.316707788,274800,14.76943601,Water,Pressure,0.0035,0.154,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
504,0.628829167,307000,15.3629945,Water,Gas,0.00301222,0.150611,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
505,0.671452,274800,14.76943601,Water,Pressure,0.0034,0.1496,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
506,3.65,300000,17.1464282,R-134a,Pressure,0.000558301,0.149527572,5.00E-05,0.09,0.00051,13,0.0064,0.00023,0.01409,1232
507,0.879825,258000,14.0836927,Water,Gas,0.00297434,0.148717,5.00E-05,0.023,0.0001,7,0.00113411,0.001,0.6,1000
508,0.303928111,274800,14.76943601,Water,Pressure,0.0033,0.1452,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
509,0.6687542,274800,14.76943601,Water,Pressure,0.0032,0.1408,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
510,0.290913783,274800,14.76943601,Water,Pressure,0.0031,0.1364,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
511,0.284312524,274800,14.76943601,Water,Pressure,0.003,0.132,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
512,0.641253,274800,14.76943601,Water,Pressure,0.0029,0.1276,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
513,0.27090794,274800,14.76943601,Water,Pressure,0.0028,0.1232,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
514,1.1754263,244000,13.69624766,Water,Gas,0.00245367,0.1226835,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
515,0.264098386,274800,14.76943601,Water,Pressure,0.0027,0.1188,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
516,0.257212728,274800,14.76943601,Water,Pressure,0.0026,0.1144,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
517,0.250247138,274800,14.76943601,Water,Pressure,0.0025,0.11,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
518,0.24319743,274800,14.76943601,Water,Pressure,0.0024,0.1056,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
519,0.236059019,274800,14.76943601,Water,Pressure,0.0023,0.1012,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
520,1.12145123,244000,13.69624766,Water,Gas,0.0019718,0.09859,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
521,0.228826854,274800,14.76943601,Water,Pressure,0.0022,0.0968,4.40E-05,0.013,0.000491,7,0.0007,0.001,0.6,1000
522,2.45123,500000,22.13594362,R-134a,Pressure,0.000494495,0.092707063,3.50E-05,0.09,0.00051,13,0.0064,0.00023,0.01409,1232
523,1.1427123,244000,13.69624766,Water,Gas,0.00165093,0.0825465,5.00E-05,0.019,0.0001,7,0.00113411,0.001,0.6,1000
524,0.8082515,700000,26.19160171,R-134a,Pressure,0.000430689,0.06459586,2.80E-05,0.09,0.00051,13,0.0064,0.00023,0.01409,1232
525,0.473640833,200000,12.4,Water,Gas,0.00129102,0.064551,5.00E-05,0.023,0.0001,7,0.00113411,0.001,0.6,1000
526,1.07725,258000,14.0836927,Water,Gas,0.0010099,0.050495,5.00E-05,0.023,0.0001,7,0.00113411,0.001,0.6,1000
527,0.510390833,258000,14.0836927,Water,Gas,0.000758235,0.03791175,5.00E-05,0.023,0.0001,7,0.00113411,0.001,0.6,1000
