Nu,P,um,Fluid,SAT,Q,Re,dd,H,dn,Pr,At,mio,k,rho
1.373114986,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0263376,0.4,7,0.0009,0.001,0.6,10
1.332601831,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0275478,0.4,7,0.0009,0.001,0.6,10
1.281959558,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.028758,0.4,7,0.0009,0.001,0.6,10
1.18067667,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0296497,0.4,7,0.0009,0.001,0.6,10
1.135098956,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0319427,0.4,7,0.0009,0.001,0.6,10
1.094585801,550000,20.5630737,Water,Pressure,0.2907407,0.289003634,0.0994,0.0337261,0.4,7,0.0009,0.001,0.6,10
1.389825,500000,26.2,Water,Pressure,0.045,0.28755,0.639,0.3,8,7,0.000625,0.001,0.6,10
6.023469231,717040.4574,16.70522057,FC-40,Pressure,0.33735,0.275337132,0.06,0.005,0.15,57,0.000625,0.0034,0.065,18.5
1.521936201,1470997.5,32.54409624,Water,Pressure,0.341887,0.275314269,0.0805,0.015,0.43,7,0.000314,0.001,0.6,10
2.070651667,1000000,36.1,Water,Pressure,0.062,0.27094,0.437,0.3,8,7,0.000625,0.001,0.6,10
0.931341667,244000,13.69624766,Water,Gas,0.535062,0.267531,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
1.356666667,2000000,49.6,Water,Pressure,0.072,0.2664,0.37,0.4,8,7,0.000625,0.001,0.6,10
5.202092308,632628.883,15.69115426,FC-40,Pressure,0.297673,0.242953699,0.06,0.005,0.15,57,0.000625,0.0034,0.065,18.5
5.370232,400000,14,Water,Pressure,0.1184,0.241536,0.204,0.00511968,0.46,7,0.0019635,0.001,0.6,10
5.335224,400000,14,Water,Pressure,0.1184,0.239168,0.202,0.0076104,0.46,7,0.0019635,0.001,0.6,10
1.363938861,1470997.5,32.54409624,Water,Pressure,0.30566,0.235493251,0.077,0.015,0.4,7,0.000314,0.001,0.6,10
1.387012878,980665,26.57214331,Water,Pressure,0.273962,0.234443297,0.0856,0.015,0.4,7,0.000314,0.001,0.6,10
5.216607,400000,14,Water,Pressure,0.1184,0.234432,0.198,0.00986066,0.46,7,0.0019635,0.001,0.6,10
5.008224,400000,14,Water,Pressure,0.1184,0.227328,0.192,0.0129956,0.46,7,0.0019635,0.001,0.6,10
0.751156667,224000,13.1229265,Water,Gas,0.453922,0.226961,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
4.762065,300000,12.5,Water,Pressure,0.1057,0.22197,0.21,0.00503923,0.46,7,0.0019635,0.001,0.6,10
4.716544167,400000,14,Water,Pressure,0.1184,0.21904,0.185,0.0150873,0.46,7,0.0019635,0.001,0.6,10
4.668806667,300000,12.5,Water,Pressure,0.1057,0.216685,0.205,0.00700746,0.46,7,0.0019635,0.001,0.6,10
4.859838462,547968.1121,14.60353605,FC-40,Pressure,0.259479,0.211780654,0.06,0.005,0.15,57,0.000625,0.0034,0.065,18.5
1.31024059,980665,26.57214331,Water,Pressure,0.246792,0.211192538,0.0856,0.015,0.4,7,0.000314,0.001,0.6,10
1.102275,500000,26.2,Water,Pressure,0.033,0.21087,0.639,0.4,8,7,0.000625,0.001,0.6,10
4.044516,400000,14,Water,Pressure,0.1184,0.210752,0.178,0.0230136,0.46,7,0.0019635,0.001,0.6,10
4.532158667,300000,12.5,Water,Pressure,0.1057,0.210343,0.199,0.00994049,0.46,7,0.0019635,0.001,0.6,10
4.1956965,400000,14,Water,Pressure,0.1184,0.209568,0.177,0.0198757,0.46,7,0.0019635,0.001,0.6,10
3.8633495,400000,14,Water,Pressure,0.1184,0.209568,0.177,0.0249056,0.46,7,0.0019635,0.001,0.6,10
4.304941667,400000,14,Water,Pressure,0.1184,0.2072,0.175,0.0178632,0.46,7,0.0019635,0.001,0.6,10
4.254894,300000,12.5,Water,Pressure,0.1057,0.199773,0.189,0.0130356,0.46,7,0.0019635,0.001,0.6,10
1.352833333,293000,15.00861086,Water,Gas,0.396689,0.1983445,0.05,0.023,0.1,7,0.00113411,0.001,0.6,10
0.377624247,274800,14.76943601,Water,Pressure,0.45,0.198,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
3.554558333,300000,12.5,Water,Pressure,0.1057,0.197659,0.187,0.0248669,0.46,7,0.0019635,0.001,0.6,10
0.37173032,274800,14.76943601,Water,Pressure,0.44,0.1936,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
3.5534635,300000,12.5,Water,Pressure,0.1057,0.193431,0.183,0.022896,0.46,7,0.0019635,0.001,0.6,10
4.034727667,300000,12.5,Water,Pressure,0.1057,0.192374,0.182,0.0150464,0.46,7,0.0019635,0.001,0.6,10
1.456666667,1000000,36.1,Water,Pressure,0.044,0.19228,0.437,0.4,8,7,0.000625,0.001,0.6,10
3.72807,300000,12.5,Water,Pressure,0.1057,0.19026,0.18,0.0190721,0.46,7,0.0019635,0.001,0.6,10
3.818726333,300000,12.5,Water,Pressure,0.1057,0.189203,0.179,0.0180643,0.46,7,0.0019635,0.001,0.6,10
0.365796067,274800,14.76943601,Water,Pressure,0.43,0.1892,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.359820262,274800,14.76943601,Water,Pressure,0.42,0.1848,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.675071667,258000,14.0836927,Water,Gas,0.364739,0.1823695,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
0.353801616,274800,14.76943601,Water,Pressure,0.41,0.1804,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
4.770253333,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0331788,0.2,7,0.000452389,0.001,0.6,10
4.723773333,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0362162,0.2,7,0.000452389,0.001,0.6,10
4.686586667,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.039051,0.2,7,0.000452389,0.001,0.6,10
4.584333333,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0420897,0.2,7,0.000452389,0.001,0.6,10
4.454186667,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0458375,0.2,7,0.000452389,0.001,0.6,10
4.361226667,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0497868,0.2,7,0.000452389,0.001,0.6,10
4.193893333,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.05475,0.2,7,0.000452389,0.001,0.6,10
4.11952,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0580917,0.2,7,0.000452389,0.001,0.6,10
3.98008,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0624469,0.2,7,0.000452389,0.001,0.6,10
3.766266667,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0658929,0.2,7,0.000452389,0.001,0.6,10
3.571053333,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0702493,0.2,7,0.000452389,0.001,0.6,10
3.375826667,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0726827,0.2,7,0.000452389,0.001,0.6,10
3.180613333,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0744076,0.2,7,0.000452389,0.001,0.6,10
2.9668,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.076639,0.2,7,0.000452389,0.001,0.6,10
2.87384,162000,10.8,Water,Pressure,0.2210487,0.176838959,0.08,0.0779568,0.2,7,0.000452389,0.001,0.6,10
0.347738764,274800,14.76943601,Water,Pressure,0.4,0.176,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.341630265,274800,14.76943601,Water,Pressure,0.39,0.1716,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
1.104191667,293000,15.00861086,Water,Gas,0.34117,0.170585,0.05,0.023,0.1,7,0.00113411,0.001,0.6,10
0.33547459,274800,14.76943601,Water,Pressure,0.38,0.1672,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.329270118,274800,14.76943601,Water,Pressure,0.37,0.1628,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.323015129,274800,14.76943601,Water,Pressure,0.36,0.1584,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.316707788,274800,14.76943601,Water,Pressure,0.35,0.154,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.628829167,307000,15.3629945,Water,Gas,0.301222,0.150611,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
0.310346145,274800,14.76943601,Water,Pressure,0.34,0.1496,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
1.37049375,300000,17.1464282,R-134a,Pressure,0.0558301,0.149527461,0.05,0.09,0.51,13,0.0064,0.00023,0.01409,12.32
0.879825,258000,14.0836927,Water,Gas,0.297434,0.148717,0.05,0.023,0.1,7,0.00113411,0.001,0.6,10
0.303928111,274800,14.76943601,Water,Pressure,0.33,0.1452,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.297451455,274800,14.76943601,Water,Pressure,0.32,0.1408,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.290913783,274800,14.76943601,Water,Pressure,0.31,0.1364,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.284312524,274800,14.76943601,Water,Pressure,0.3,0.132,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.277644907,274800,14.76943601,Water,Pressure,0.29,0.1276,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.27090794,274800,14.76943601,Water,Pressure,0.28,0.1232,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.565095833,244000,13.69624766,Water,Gas,0.245367,0.1226835,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
0.264098386,274800,14.76943601,Water,Pressure,0.27,0.1188,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.257212728,274800,14.76943601,Water,Pressure,0.26,0.1144,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.250247138,274800,14.76943601,Water,Pressure,0.25,0.11,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.24319743,274800,14.76943601,Water,Pressure,0.24,0.1056,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.236059019,274800,14.76943601,Water,Pressure,0.23,0.1012,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.526460833,244000,13.69624766,Water,Gas,0.19718,0.09859,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
0.228826854,274800,14.76943601,Water,Pressure,0.22,0.0968,0.044,0.013,0.491,7,0.0007,0.001,0.6,10
0.988474375,500000,22.13594362,R-134a,Pressure,0.0494495,0.092707026,0.035,0.09,0.51,13,0.0064,0.00023,0.01409,12.32
0.5022675,244000,13.69624766,Water,Gas,0.165093,0.0825465,0.05,0.019,0.1,7,0.00113411,0.001,0.6,10
0.8082515,700000,26.19160171,R-134a,Pressure,0.0430689,0.064595863,0.028,0.09,0.51,13,0.0064,0.00023,0.01409,12.32
0.473640833,200000,12.4,Water,Gas,0.129102,0.064551,0.05,0.023,0.1,7,0.00113411,0.001,0.6,10
0.497551667,258000,14.0836927,Water,Gas,0.10099,0.050495,0.05,0.023,0.1,7,0.00113411,0.001,0.6,10
0.510390833,258000,14.0836927,Water,Gas,0.0758235,0.03791175,0.05,0.023,0.1,7,0.00113411,0.001,0.6,10
