P,Fluid,um,Q,Re,Nu,dd,H,dn,Pr,At,mio,k,rho
2000000,water,49.6,3.01,1.5652,7.2852,5.20E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,2.11,1.0972,5.577,5.20E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,9.16,20.61,32.5575,2.25E+03,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,3.48,7.83,20.0325,2.25E+03,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,1.96,4.41,10.45875,2.25E+03,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
200000,water,17.2,1.21,2.7225,5.0625,2.25E+03,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,13.75,18.5625,42.804,1.35E+03,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,4.53,6.1155,19.9395,1.35E+03,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,2.47,3.3345,10.13175,1.35E+03,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
500000,water,26.2,1.57,2.1195,5.64075,1.35E+03,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,20.88,17.24688,41.74053333,8.26E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,6.01,4.96426,16.78845,8.26E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,3.05,2.5193,8.32608,8.26E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
1000000,water,36.1,2.14,1.76764,5.371753333,8.26E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,32.72,22.4132,31.647,6.85E+02,1.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,9.41,6.44585,17.42183333,6.85E+02,2.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,5.57,3.81545,10.956575,6.85E+02,3.00E+02,8.00E+03,7,6.25,1,0.6,1000
2000000,water,49.6,3.52,2.4112,7.421975,6.85E+02,4.00E+02,8.00E+03,7,6.25,1,0.6,1000
